No;Nomor Laporan;Tanggal Laporan;Tanggal Penilaian;Nilai Wajar Laporan;Deskripsi Objek;Nama Unit;Pemohon ;Nomor Surat Permohonan;Kategori Penilaian;Tanggal Permohonan Diterima;Objek Penilaian;Jumlah Objek Laporan;Nomor Surat Tugas;Tanggal Mulai Survey ;Tanggal Selesai Survey;Nomor Surat Kelengkapan ;Tanggal Surat Kelengkapan ;Nomor Surat Balas Kelengkapan ;Tanggal Surat Balas Kelengkapan ;Nota Dinas Tenaga Bantuan ;Tanggal Nota Dinas Tenaga Bantuan ;Nomor Nota Dinas Balas Bantuan ;Tanggal Balas Bantuan ;Nomor Surat BATKD Kirim ;Tanggal Surat BATKD Kirim ;Nomor Balasan Pemohon BATKD;Tanggal Balasan Pemohon BATKD;Nomor BATKD;Tanggal BATKD;Nomor Surat Penyerahan ;Tanggal Penyerahan ;Jenis Objek ;Jenis Objek Lainnya ;Tujuan Penilaian 1;Tujuan Penilaian 2;Tujuan Penilaian Lainnya ;Total Objek Permohonan ;Nomor Surat Konfirmasi ;Tanggal Surat Konfirmasi ;Nomor Surat Balas Konfirmasi;Tanggal Surat Balas Konfirmasi
688;LAP-0046/1/PRO-01/KNL.0905/01.02.01/2024;23-04-2024;22-04-2024;4526000;laporan;Kantor Pelayanan Kekayaan Negara dan Lelang Yogyakarta;Kantor Pelayanan Kekayaan Negara dan Lelang Yogyakarta - KPKNL_PENILAIAN;ND-242/KNL.090502/2024_0046;Penilaian Properti;19-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-476/KNL.0905/2024;22-04-2024;22-04-2024;;;;;;;;;;;;;;;ND-89/KNL.0905/PiPem.4/2024;23-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
689;LAP-0044/1/PRO-01/KNL.1202/01.03.01/2024;24-04-2024;23-04-2024;60891000;2 unit kendaraan bermotor roda empat;Kantor Pelayanan Kekayaan Negara dan Lelang Pangkalan Bun;Kantor Pelayanan Kekayaan Negara dan Lelang Pangkalan Bun - KPKNL_PKN;ND-124/KNL.120202/2024;Penilaian Properti;03-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-157/KNL.1202/2024;22-04-2024;23-04-2024;;;;;;;;;;;;;;;ND-58/KNL.1202/PiPem.4/2024;24-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;7;;;;
690;LAP-0035/1/PRO-01/KNL.0305/01.03.01/2024;25-04-2024;24-04-2024;32192000;4 (empat) unit kendaraan bermotor;Kantor Pelayanan Kekayaan Negara dan Lelang Dumai;Kantor Pelayanan Kekayaan Negara dan Lelang Dumai - KPKNL_PKN;ND-115/KNL.030502/2024;Penilaian Properti;18-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);4;ST-145/KNL.0305/2024;22-04-2024;24-04-2024;;;;;;;;;;;;;;;ND-114/KNL.0305/PiPem.4/2024;25-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;4;;;;
691;LAP-0059/1/PRO-01/KNL.1604/01.03.01/2024;25-04-2024;19-04-2024;113000;Sepeda motor Bosowa LX 110,3 dalam bentuk limbah padat/scrap;Kantor Pelayanan Kekayaan Negara dan Lelang Ternate;Komisi Pemilihan Umum Kabupaten Halmahera Selatan;69/RT.01.3-SD/8204/1/2024;Penilaian Properti;17-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-198/KNL.1604/2024;18-04-2024;19-04-2024;;;;;;;;;;;;;;;S-179/KNL.1604/2024;25-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;5;;;;
692;LAP-0061/1/PRO-01/KNL.1604/01.03.01/2024;25-04-2024;19-04-2024;2623000;Sepeda motor yamaha jupiter mx tahun 2008 dalam kondisi sedang;Kantor Pelayanan Kekayaan Negara dan Lelang Ternate;Komisi Pemilihan Umum Kabupaten Halmahera Selatan;69/RT.01.3-SD/8204/1/2024;Penilaian Properti;17-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-198/KNL.1604/2024;18-04-2024;19-04-2024;;;;;;;;;;;;;;;S-179/KNL.1604/2024;25-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;5;;;;
693;LAP-0109/1/PRO-01/KNL.0203/01.03.01/2024;24-04-2024;24-04-2024;57000;Handphone merk OPPO;Kantor Pelayanan Kekayaan Negara dan Lelang Kisaran;Kejaksaan Negeri Tanjungbalai;B- 977/L.2.17/Kpa.5/03/2024;Penilaian Properti;28-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-214/KNL.0203/2024;02-04-2024;03-04-2024;;;;;;;;;;;;;;;S-249/KNL.0203/2024;25-04-2024;Peralatan dan Mesin, Lain - lain;Kendaraan Bermotor dan Handphone;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
694;LAP-0115/1/PRO-01/KNL.0203/01.03.01/2024;24-04-2024;24-04-2024;697000;Sepeda motor merk Honda Scoopy;Kantor Pelayanan Kekayaan Negara dan Lelang Kisaran;Kejaksaan Negeri Tanjungbalai;B- 977/L.2.17/Kpa.5/03/2024;Penilaian Properti;28-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-214/KNL.0203/2024;02-04-2024;03-04-2024;;;;;;;;;;;;;;;S-249/KNL.0203/2024;25-04-2024;Peralatan dan Mesin, Lain - lain;Kendaraan Bermotor dan Handphone;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
695;LAP-0120/1/PRO-01/KNL.0203/01.03.01/2024;24-04-2024;24-04-2024;3271000;Sepeda motor merk Honda vario;Kantor Pelayanan Kekayaan Negara dan Lelang Kisaran;Kejaksaan Negeri Tanjungbalai;B- 977/L.2.17/Kpa.5/03/2024;Penilaian Properti;28-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-214/KNL.0203/2024;02-04-2024;03-04-2024;;;;;;;;;;;;;;;S-249/KNL.0203/2024;25-04-2024;Peralatan dan Mesin, Lain - lain;Kendaraan Bermotor dan Handphone;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;14;;;;
696;LAP-0038/1/PRO-01/KNL.1301/02.00.00/2024;23-04-2024;04-04-2024;2429168000;Barang Rampasan Negara Sebagai Kompensasi Uang Pengganti berupa sebidang tanah seluas 300 m2 beserta bangunan yang berdiri melekat diatas;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_PENILAIAN;B-1433/Eks.02/26/03/2024;Penilaian Properti;25-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-253/KNL.1301/2024;01-04-2024;04-04-2024;;;;;;;;;;;;;;;S-579/KNL.1301/2024;24-04-2024;Tanah, Bangunan;;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;menentukan nilai wajar;3;;;;
697;LAP-0042/1/PRO-01/KNL.0501/01.03.01/2024;02-04-2024;28-03-2024;1587000;Selain Tanah dan/atau Bangunan Bongkaran Bangunan pada Bangunan Yang Akan Dibongkar;Kantor Pelayanan Kekayaan Negara dan Lelang Bengkulu;Kantor Pelayanan Kekayaan Negara dan Lelang Bengkulu - KPKNL_PKN;ND-157/KNL.050102/2024;Penilaian Properti;25-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-175/KNL/0501/2024;26-03-2024;28-03-2024;;;;;;;;;;;;;;;;;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
698;LAP-0026/1/PRO-01/KNL.0302/01.02.01/2024;25-04-2024;24-04-2024;20604000;Sewa Sebagian Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Bukit Tinggi;Kantor Pelayanan Kekayaan Negara dan Lelang Bukit Tinggi - KPKNL_PKN;B.684/RRI-BKT/III.UM.01.03/03/2024;Penilaian Properti;23-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;ST-163/KNL.0302/2024;24-04-2024;24-04-2024;;;;;;;;;;;;;;;;;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
699;LAP-0016/1/PRO-01/KNL.0705/01.02.01/2024;05-03-2024;27-02-2024;9789000;BMN berupa sebagian tanah dan bangunan untuk toko;Kantor Pelayanan Kekayaan Negara dan Lelang Jakarta V;Kantor Pelayanan Kekayaan Negara dan Lelang Jakarta V - KPKNL_PKN;B/633/SAR.02.00.05/ROUM;Penilaian Properti;21-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);2;"""ST-215/KNL.0705/2024";27-02-2024;27-02-2024;;;;;;;;;;;;;;;;;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;2;;;;
700;LAP-0016/1/PRO-03/KNL.0903/03.01.00/2024;20-03-2024;08-03-2024;11430578000;Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan - KPKNL_PENILAIAN;ND-188/KNL.0703/2024;Penilaian Properti;16-02-2024;Barang Jaminan dan/atau Harta Kekayaan Lain;1;ST-159/KNL.0903/2024;04-03-2024;08-03-2024;;;;;;;;;;;;;;;ND-335/KNL.0903/2024;21-03-2024;Lain - lain;Tanah dan Bangunan;Penilaian Dalam Rangka Penugasan Lainnya;Lainnya;Penilaian Barang Jaminan dalam rangka pemindahtanganan melalui lelang;9;;;;
701;LAP-0018/1/PRO-03/KNL.0903/03.01.00/2024;20-03-2024;08-03-2024;1,27749E+11;Tanah dan Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan - KPKNL_PENILAIAN;ND-188/KNL.0703/2024;Penilaian Properti;16-02-2024;Barang Jaminan dan/atau Harta Kekayaan Lain;1;ST-159/KNL.0903/2024;04-03-2024;08-03-2024;;;;;;;;;;;;;;;ND-335/KNL.0903/2024;21-03-2024;Lain - lain;Tanah dan Bangunan;Penilaian Dalam Rangka Penugasan Lainnya;Lainnya;Penilaian Barang Jaminan dalam rangka pemindahtanganan melalui lelang;9;;;;
702;LAP-0020/1/PRO-03/KNL.0903/03.01.00/2024;20-03-2024;08-03-2024;61768519000;Tanah;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan;Kantor Pelayanan Kekayaan Negara dan Lelang Pekalongan - KPKNL_PENILAIAN;ND-188/KNL.0703/2024;Penilaian Properti;16-02-2024;Barang Jaminan dan/atau Harta Kekayaan Lain;1;ST-159/KNL.0903/2024;04-03-2024;08-03-2024;;;;;;;;;;;;;;;ND-335/KNL.0903/2024;21-03-2024;Lain - lain;Tanah dan Bangunan;Penilaian Dalam Rangka Penugasan Lainnya;Lainnya;Penilaian Barang Jaminan dalam rangka pemindahtanganan melalui lelang;9;;;;
703;LAP-0064/1/PRO-01/KNL.1401/01.03.01/2024;05-04-2024;15-03-2024;12422000;Alkes Cobalt;Kantor Pelayanan Kekayaan Negara dan Lelang Denpasar;RSUP Prof Dr I G N G Ngoerah;KN.01.08/D.XVII.3.3.2/10268/2024;Penilaian Properti;29-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-372/KNL.1401/2024;15-03-2024;15-03-2024;;;;;;;;;;;;;;;S-805/KNL.1401/2024;16-04-2024;Scrap;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
704;LAP-0001/1/PRO-01/KNL.1503/01.02.01/2024;23-01-2024;19-10-1202;8820000;"Sewa Barang Milik Negara 
Berupa Sebagian Tanah dan Bangunan Untuk Loket Pos";Kantor Pelayanan Kekayaan Negara dan Lelang Pare-Pare;Kantor Pelayanan Kekayaan Negara dan Lelang Pare-Pare - KPKNL_PKN;ND-77/KNL.1503/2024;Penilaian Properti;19-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-8/KNL.1503/2024;18-01-2024;19-01-2024;;;;;;;;;;;;;;;ND-6/KNL.1503/PiPem.4/2024;23-01-2024;Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
705;LAP-0034/1/PRO-01/KNL.1203/01.03.01/2024;16-02-2024;19-01-2024;5240000;Material Bongkaran Pada Bangunan Yang Akan Dibongkar;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin;Kantor Pelayanan Kekayaan Negara dan Lelang Banjarmasin - KPKNL_PKN;ND-104/KNL.120302/2024;Penilaian Properti;05-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-125/KNL.1203/2024;15-02-2024;15-02-2024;;;;;;;;;;;;;;;ND-172/KNL.1230/2024;16-02-2024;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
706;LAP-0015/1/PRO-01/KNL.1301/01.03.01/2024;28-02-2024;23-02-2024;331000;Kendaraan bermotor roda 2;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_PKN;ND-74/KNL.130102/2024;Penilaian Properti;16-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-121/KNL.1301/2024;23-02-2024;23-02-2024;;;;;;;;;;;;;;;ND-240/KNL.1301/2024;28-02-2024;Lain - lain;Kendaraan Bermotor;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
707;LAP-0113/1/PRO-07/KNL.0402/07.03.01/2024;22-03-2024;02-03-2024;343000;limbah padat (scrap) kendaraan bermotor;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;PEMERINTAH KABUPATEN OGAN KOMERING ULU TIMUR;032/153/BPKAD/1.5/2024;Penilaian Properti;19-02-2024;Barang Milik Daerah;1;ST-277/KNL.0402/2024;27-02-2024;02-03-2024;;;;;;;;;;;;;;;S-677/KNL.0402/2024;25-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;43;;;;
708;LAP-0073/1/PRO-01/KNL.1002/01.03.01/2024;18-04-2024;04-04-2024;8573000;BMN Berupa Material sisa Bongkaran perbaikan BMN Berupa Mesin/Peralatan;Kantor Pelayanan Kekayaan Negara dan Lelang Sidoarjo;Kantor Pelayanan Kekayaan Negara dan Lelang Sidoarjo - KPKNL_PENILAIAN;ND-658/WBC.11/2024;Penilaian Properti;21-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-618/KNL.1002/2024;04-04-2024;04-04-2024;;;;;;;;;;;;;;;ND-930/KNL.1002/2024;18-04-2024;Scrap;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
709;LAP-0168/1/PRO-01/KNL.0304/01.03.01/2024;17-04-2024;03-04-2024;1940000;Limbah padat (scrap) berupa besi bekas mobile incenerator;Kantor Pelayanan Kekayaan Negara dan Lelang Batam;Kantor Pelayanan Kekayaan Negara dan Lelang Batam - KPKNL_PKN;ND-230/KNL.030402/2024;Penilaian Properti;01-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-385/KNL.0304/2024;03-04-2024;03-04-2024;;;;;;;;;;;;;;;ND-110/KNL.0304/PiPem.4/2024;17-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
710;LAP-0034/1/PRO-01/KNL.0803/01.02.01/2024;02-02-2024;24-01-2024;5119000;Barang milik negara berupa sebagian tanah di sewa untuk pembangunan/penempatan jaringan utilitas kabel fiber optik oleh PT tower bersama;Kantor Pelayanan Kekayaan Negara dan Lelang Bogor;Kantor Pelayanan Kekayaan Negara dan Lelang Bogor - KPKNL_PENILAIAN;ND-46/KNL.080302/2024;Penilaian Properti;18-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-147/KNL.0803/2024;22-01-2024;24-04-2024;;;;;;;;;;;;;;;ND-46/KNL.080302/2024;02-02-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
711;LAP-0037/1/PRO-01/KNL.0401/01.03.01/2024;27-02-2024;22-02-2024;8165000;"Barang Milik Negara Yang Berasal Dari Barang Rampasan Kejaksaan
Emas";Kantor Pelayanan Kekayaan Negara dan Lelang Jambi;KEJAKSAAN NEGERI JAMBI;B-61/L.5.10/Kpa.5/01/2024;Penilaian Properti;22-01-2024;Barang Rampasan;1;ST-140/KNL.0401/2024;21-02-2024;22-02-2024;;;;;;;;;;;;;;;;;Lain - lain;Emas;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;Penilaian Barang Rampasan Negara;1;;;;
712;LAP-29/1/PRO-01/KNL.0502/01.02.01/2024;08-03-2024;07-02-2024;16635000;Sewa Sebagian Tanah dan/atau Bangunan Koridor untuk Kabel Fiber Optik (PT Iforte Solusi Infotek);Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung - KPKNL_PKN;ND-26/KNL.050202/2024;Penilaian Properti;18-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-74/KNL.0502/2024;05-02-2024;07-02-2024;;;;;;;;;;;;;;;ND-53/KNL.0502/PiPem.3/2024;08-03-2024;Tanah;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;3;;;;
713;LAP-0103/1/PRO-07/KNL.0402/07.03.01/2024;22-03-2024;02-03-2024;12152000;limbah padat (scrap) kendaraan bermotor;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;PEMERINTAH KABUPATEN OGAN KOMERING ULU TIMUR;032/153/BPKAD/1.5/2024;Penilaian Properti;19-02-2024;Barang Milik Daerah;2;ST-277/KNL.0402/2024;27-02-2024;02-03-2024;;;;;;;;;;;;;;;S-677/KNL.0402/2024;25-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;43;;;;
714;LAP-0074/1/PRO-01/KNL.0301/01.02.01/2024;26-04-2024;23-04-2024;6637000;Barang Milik Negara Berupa Sebagian Tanah dan/atau Bangunan;Kantor Pelayanan Kekayaan Negara dan Lelang Padang;Kantor Pelayanan Kekayaan Negara dan Lelang Padang - KPKNL_PKN;ND-164/KNL.030102/2024;Penilaian Properti;19-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);3;ST-347/KNL.0301/2024;23-04-2024;23-04-2024;;;;;;;;;;;W3.PAS.PAS.17.PB.03.02-203;24-04-2024;BATKD-0007/KNL.0301/2024;23-04-2024;ND-255/KNL.0301/2024;26-04-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;3;;;;
715;LAP-0030/1/PRO-01/KNL.0601/01.02.01/2024;06-03-2024;01-03-2024;7873000;"Sewa Sebagian Tanah
Barang Milik Negara
Pada Pengadilan Tata Usaha Negara Serang";Kantor Pelayanan Kekayaan Negara dan Lelang Serang;Kantor Pelayanan Kekayaan Negara dan Lelang Serang - KPKNL_PKN;ND-106/KNL.060102/2024;Penilaian Properti;23-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-143/KNL.0601/2024;29-02-2024;01-03-2024;;;;;;;;;;;;;;;ND-187/KNL.0601/2024;06-03-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
716;LAP-0006/1/PRO-07/WKN.13/07.03.01/2024;28-03-2024;25-03-2024;56847000;1 Unit Toyota Avanza 1300 G M/T;Kantor Wilayah DJKN Kalimantan Timur;Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Kalimantan Timur;000.2/4/4016/BPKAD-VI;Penilaian Properti;22-02-2024;Barang Milik Daerah;1;ST-93/WKN.13/2024;25-03-2024;26-03-2024;;;;;;;;;;;;;;;;;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;1;;;;
717;LAP-0039/1/PRO-01/KNL.1301/01.03.01/2024;23-04-2024;18-04-2024;1174000;Penilaian Kendaraan bermotor roda 2;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan;Kantor Pelayanan Kekayaan Negara dan Lelang Balikpapan - KPKNL_SUBBAG_UMUM;ND-205/KNL.130102/2024;Penilaian Properti;17-04-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-300/KNL.1301/2024;18-04-2024;18-04-2024;;;;;;;;;;;;;;;ND-411/KNL.1301/2024;23-04-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
718;LAP-56/1/PRO-01/KNL.0502/01.03.01/2024;23-04-2024;05-03-2024;2029000;Material Bongkaran Bangunan Rumah Dinas yang akan Dibongkar;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung;Kantor Pelayanan Kekayaan Negara dan Lelang Bandar Lampung - KPKNL_PKN;B-0487/Kw.08.1/1b/KS.01.1/03/2024;Penilaian Properti;26-03-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-351/KNL.0502/2024;05-04-2024;05-04-2024;;;;;;;;;;;;;;;;;Bangunan;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;1;;;;
719;LAP-0049/1/PRO-01/KNL.0803/01.02.01/2024;26-02-2024;23-02-2024;8853000;"BARANG MILIK NEGARA
SEWA ATAS SEBAGIAN TANAH DAN BANGUNAN
Sadan Nasional Penanggulangan Terorisme";Kantor Pelayanan Kekayaan Negara dan Lelang Bogor;Kantor Pelayanan Kekayaan Negara dan Lelang Bogor - KPKNL_PENILAIAN;ND-217/KNL.080302/2024;Penilaian Properti;21-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);1;ST-370/KNL.0803/2024;22-02-2024;23-02-2024;;;;;;;;;;;;;;;ND-217/KNL.080302/2024;26-02-2024;Tanah, Bangunan;;Penilaian Barang Milik Negara;Pemanfaatan - Sewa;;1;;;;
720;LAP-0033/1/PRO-01/KNL.0602/01.03.01/2024;18-03-2024;01-03-2024;356622000;Pemindahtanganan Barang Sita Eksekusi berupa Sebidang Tanah luas 2.426 m2;Kantor Pelayanan Kekayaan Negara dan Lelang Tangerang I;KEJAKSAAN AGUNG;B-202/K.4/Kpa.2/02/2024;Penilaian Properti;11-02-2024;Barang Sitaan;1;NOMOR ST-205/KNL.0602/2024;27-02-2024;01-03-2024;;;;;;;;;;;;;;;;;Tanah;;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;Lelang Eksekusi barang rampasan yang berasal dari benda sitaan Pasal 18 ayat (2) Undang-Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi sebagaimana telah diubah dengan Undang-Undang Nomor 20 Tahun 2001;9;;;;
721;LAP-0036/1/PRO-01/KNL.0602/01.03.01/2024;18-03-2024;01-03-2024;188160000;Pemindahtanganan Barang Sita Eksekusi berupa Sebidang Tanah luas 1.280 m2;Kantor Pelayanan Kekayaan Negara dan Lelang Tangerang I;KEJAKSAAN AGUNG;B-202/K.4/Kpa.2/02/2024;Penilaian Properti;11-02-2024;Barang Sitaan;1;NOMOR ST-205/KNL.0602/2024;27-02-2024;01-03-2024;;;;;;;;;;;;;;;;;Tanah;;Penilaian Barang Sitaan Guna Penjualan Secara Lelang;Lainnya;Lelang Eksekusi barang rampasan yang berasal dari benda sitaan Pasal 18 ayat (2) Undang-Undang Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi sebagaimana telah diubah dengan Undang-Undang Nomor 20 Tahun 2001;9;;;;
722;LAP-0089/1/PRO-01/KNL.0402/01.03.01/2024;06-03-2024;23-02-2024;91447000;selain tanah dan bangunan berupa scrap;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang - KPKNL_PKN;ND-238/KNL.040202/2024;Penilaian Properti;22-02-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);5;ST-296/KNL.0402/2023;23-02-2024;23-02-2024;;;;;;;;;;;;;;;ND-340/KNL.0402/2024;06-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;11;;;;
723;LAP-0114/1/PRO-07/KNL.0402/07.03.01/2024;22-03-2024;02-03-2024;18341000;Pick Up;Kantor Pelayanan Kekayaan Negara dan Lelang Palembang;PEMERINTAH KABUPATEN OGAN KOMERING ULU TIMUR;032/153/BPKAD/1.5/2024;Penilaian Properti;19-02-2024;Barang Milik Daerah;1;ST-277/KNL.0402/2024;27-02-2024;02-03-2024;;;;;;;;;;;;;;;S-677/KNL.0402/2024;25-03-2024;Peralatan dan Mesin;;Penilaian Barang Milik Daerah;Pemindahtanganan - Penjualan;;43;;;;
724;LAP-0055/1/PRO-01/KNL.0403/01.01.00/2024;15-03-2024;01-03-2024;429895000;BMN eks Pertamina;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat;Direktorat Pengelolaan Kekayaan Negara - PKN;ND-467/KN.4/2024;Penilaian Properti;21-02-2024;Barang Milik Negara (pada Pengelola Barang);1;ST-79/KNL.0403/2024;25-02-2024;01-03-2024;;;;;ND-135/KNL.0403/2024;21-02-2024;ND-430/WKN.04/2024;22-02-2024;;;;;;;ND-183/KNL.0403/2024;18-03-2024;Tanah;;Penilaian Barang Milik Negara;Penyusunan Neraca Pemerintah Pusat;;16;;;;
725;LAP-0055/1/PRO-01/KNL.0403/01.01.00/2024;15-03-2024;01-03-2024;429895000;BMN eks Pertamina;Kantor Pelayanan Kekayaan Negara dan Lelang Lahat;Direktorat Pengelolaan Kekayaan Negara - PKN;ND-467/KN.4/2024;Penilaian Properti;21-02-2024;Barang Milik Negara (pada Pengelola Barang);1;ST-79/KNL.0403/2024;25-02-2024;01-03-2024;;;;;ND-135/KNL.0403/2024;21-02-2024;ND-430/WKN.04/2024;22-02-2024;;;;;;;ND-183/KNL.0403/2024;18-03-2024;Tanah;;Penilaian Barang Milik Negara;Penyusunan Neraca Pemerintah Pusat;;16;;;;
726;LAP-018/1/PRO-01/KNL.0704/01.03.01/2024;15-02-2024;01-02-2024;150382000;"BARANG MILIK NEGARA
SELAIN TANAH DAN/ATAU BANGUNAN
6 (ENAM) UNIT KENDARAAN BERMOTOR

SEKRETARIAT BADAN PENGEMBANGAN SUMBER DAYA MANUSIA INDUSTRI
KEMENTERIAN PERINDUSTRIAN";Kantor Pelayanan Kekayaan Negara dan Lelang Jakarta IV;Kantor Pelayanan Kekayaan Negara dan Lelang Jakarta IV - KPKNL_PKN;ND-104/KNL.070402/2024;Penilaian Properti;29-01-2024;Barang Milik Negara (pada Pengguna / Kuasa Pengguna Barang);6;ST-102/KNL.0704/2024;31-01-2024;01-02-2024;;;;;;;;;;;;;;;ND-194/KNL.0704/2024;12-02-2024;Lain - lain;Kendaraan Bermotor;Penilaian Barang Milik Negara;Pemindahtanganan - Penjualan;;6;;;;
